,flat_street,flat_price,flat_room_count,flat_area,flat_district
2249,"Ахматової Анни вул., 32/18",13000,1,54.0,Дарницький
2250,"Антоновича вул. (Горького), 104",17000,3,78.0,Голосіївський
2251,"Тетянинська вул. (Леванєвського), 6",19000,3,117.0,Солом'янський
2252,"Січових Стрільців вул. (Артема), 84",21000,4,115.0,Шевченківський
2253,"Лесі Українки бульв., 30б",33300,3,120.0,Печерський
2254,"Вільгельма Котарбінського вул. (Кравченка Миколи), 10/12",10000,2,45.0,Шевченківський
2255,"Жилянська вул., 30А",20000,2,72.0,Голосіївський
2256,"Хорива вул., 2",40700,3,150.0,Подільський
2257,"Нижньоключова вул., 14",14000,1,41.0,Солом'янський
2258,"Голосіївський просп. (40-річчя Жовтня), 40",37000,3,100.0,Голосіївський
2259,"Повітрофлотський просп., 1",14000,3,60.0,Солом'янський
2260,"Євгена Сверстюка вул. (Раскової Марини), 52в",22000,3,120.0,Дніпровський
2261,"Червоноткацька вул., 20",10500,2,50.0,Дніпровський
2262,"Островського Миколи вул., 40",18000,1,55.0,Солом'янський
2263,"Гайдай Зої вул., 3",20000,3,70.0,Оболонський
2264,"Пчілки Олени вул., 3",11000,2,78.0,Дарницький
2265,"Шовковична вул., 36/7",40700,5,160.0,Печерський
2266,"Бажана Миколи просп., 5",5000,1,31.0,Дарницький
2267,"Марка Безручка вул. (Бабушкіна), 25",13000,1,34.0,Шевченківський
2268,"Гетьмана Вадима вул., 30",8000,2,45.0,Солом'янський
2269,"Сержа Лифаря вул. (Сабурова), 22",10000,3,68.0,Деснянський
2270,"Липківского Василя вул. (Урицького), 39",9000,2,50.0,Солом'янський
2271,"Василенка Миколи вул., 11а",8000,2,48.0,Солом'янський
2272,"Братиславська вул., 20",4500,1,32.0,Деснянський
2273,"Бориса Гмирі вул., 16а",14000,2,56.0,Дарницький
2274,"Милославська вул., 21а",6000,1,34.0,Деснянський
2275,"Наумова генерала вул., 23",6000,1,25.0,Святошинський
2276,"Пчілки Олени вул., 6А",9999,1,50.0,Дарницький
2277,"Василя Липківського, 38",24000,2,47.0,Солом'янський
2278,"Хмельницького Богдана вул., 88",11850,1,32.0,Шевченківський
2279,"Антоновича вул. (Горького), 158",15000,2,54.0,Голосіївський
2280,"Беретті Вікентія вул., 5",6000,1,36.0,Деснянський
2281,"Харківське шосе, 8",8500,2,37.0,Дніпровський
2282,"Червоної Калини просп. (Маяковського Володимира), 40",6500,1,36.0,Деснянський
2283,"Чистяківська вул., 15",9500,2,48.0,Святошинський
2284,"Гусовського вул., 1",8500,2,43.0,Печерський
2285,"Антоновича вул. (Горького), 44",55500,2,53.0,Голосіївський
2286,"Буслівська вул., 12",44400,2,75.0,Печерський
2287,"Шевченка Тараса бульв., 33б",29600,3,112.0,Шевченківський
2288,"Січових Стрільців вул. (Артема), 84",21000,4,115.0,Шевченківський
2289,"Бурмістенка вул., 6/1",9999,2,48.0,Голосіївський
2292,"Джона Маккейна вул. (Кудрі Івана), 3а",44400,3,75.0,Печерський
2294,"Владимирская, 79",27750,3,156.0,Голосіївський
2295,"Лабораторная, 8",37000,3,117.0,Печерський
2296,"Бакинская, 37 Г",11000,1,56.0,Шевченківський
2297,"Білоруська вул., 36А",48100,4,145.0,Шевченківський
2302,"Шулявська вул., 15/23",11000,1,32.0,Шевченківський
2303,"Милославська вул., 2в",12000,2,65.0,Деснянський
2304,"Алма-Атинська вул., 105",7000,3,90.0,Дніпровський
2305,"Червоної Калини просп. (Маяковського Володимира), 12",6000,3,73.0,Деснянський
2306,"Милославська вул., 23в",7000,2,60.0,Деснянський
2307,"Червоної Калини просп. (Маяковського Володимира), 14/13",5500,2,52.0,Деснянський
2308,"Будівельників вул., 16",7900,3,64.0,Дніпровський
2309,"Бальзака Оноре вул., 65а",5000,1,38.0,Деснянський
2310,"Драгоманова вул., 25",8000,3,70.0,Дарницький
2311,"Шота Руставелі вул., 40",20000,2,88.0,Печерський
2312,"Стуса Василя вул., 35/37",9000,1,18.0,Святошинський
2313,"Василя Тютюнника вул. (Барбюса Анрі), 56/2",8500,1,34.0,Печерський
2314,"Левандовська вул. (Аніщенка), 14",7500,1,37.0,Печерський
2315,"Лютеранська вул., 2",22000,4,100.0,Печерський
2316,"Тимошенка маршала вул., 7б",11000,3,65.0,Оболонський
2317,"Ентузіастів вул., 21",5000,1,33.0,Дніпровський
2318,"Гашека Ярослава бульв., 22",7990,1,36.0,Дніпровський
2319,"Окіпної Раїси вул., 1",16000,3,86.0,Дніпровський
2320,"Басейна вул., 10",10000,1,33.0,Печерський
2321,"Березняківська вул., 36В",6000,1,30.0,Дніпровський
2322,"Балтійський пров., 1",9000,1,49.0,Оболонський
2323,"Заболотного академіка вул., 50",11000,2,55.0,Голосіївський
2324,"Лесі Українки бульв., 12",6000,1,31.0,Печерський
2325,"Ракетная, 24",9500,1,32.0,Голосіївський
2326,"Срібнокільська вул., 24",15000,2,75.0,Дарницький
2327,"Кубанської України вул. (Жукова маршала), 30",6000,2,50.0,Деснянський
2328,"Степана Чобану вул. (Алексухіна Василя), 24",10000,1,30.0,Святошинський
2329,"Михайла Бойчука вул. (Кіквідзе), 41",7400,1,24.0,Печерський
2330,"Бышевская, 14",8000,1,40.0,Святошинський
2331,"Патріарха Мстислава Скрипника вул., 7",7500,1,34.6,Солом'янський
2332,"Зарічна вул., 4",19500,1,42.0,Дарницький
2333,"Світлицького вул., 24",7000,1,32.0,Подільський
2334,"Кудрявський узвiз, 3а",37000,4,147.0,Шевченківський
2335,"Зодчих вул., 30",10000,1,56.0,Святошинський
2336,"Дмитрівська вул., 69",20000,4,137.0,Шевченківський
2337,"Польовий пров., 5",8000,1,35.0,Солом'янський
2338,"Петропавлівська вул., 48",5000,2,46.0,Подільський
2339,"Січових Стрільців вул. (Артема), 30А",16000,2,54.0,Шевченківський
2340,"Нагірна вул., 12",8000,1,36.0,Шевченківський
2341,"Зодчих вул., 30/6",7500,1,36.0,Святошинський
2342,"Пушкінська вул., 9",29600,2,67.0,Шевченківський
2343,"Зодчих вул., 30",8500,1,36.0,Святошинський
2346,"Героїв Дніпра вул., 32а",8500,1,36.0,Оболонський
2347,"Берестейський просп. (Перемоги), 89а",13500,2,56.0,Святошинський
2348,"Кондратюка Юрія вул., 3",11500,1,47.0,Оболонський
2349,"Ахматової Анни вул., 45",18500,3,85.0,Дарницький
2351,"Лєскова вул., 1А",48100,3,166.0,Печерський
2353,"Героїв Дніпра вул., 42б",10000,2,52.0,Оболонський
